login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
codewithdev,codewithdev/Code-Snippets,2021-02-25T14:11:08Z,2,2,Python,True,True,
codewithdev,codewithdev/codewithdev,2020-07-10T14:41:55Z,1,1,Python,True,True,
codewithdev,codewithdev/cpython,2021-06-15T12:30:47Z,0,0,,True,False,Other
codewithdev,codewithdev/Deep-Learning-Tutorials,2020-01-21T11:50:07Z,0,0,Jupyter Notebook,True,True,
codewithdev,codewithdev/deep-learning-v2-pytorch,2020-01-28T15:08:16Z,0,0,,True,True,MIT License
codewithdev,codewithdev/docker.github.io,2022-09-24T19:58:38Z,0,0,,True,False,Apache License 2.0
codewithdev,codewithdev/docs,2021-07-19T15:54:59Z,2,2,JavaScript,True,False,Creative Commons Attribution 4.0 International
codewithdev,codewithdev/docs-1,2021-10-01T20:37:48Z,0,0,SCSS,True,False,Other
codewithdev,codewithdev/docs-2,2022-10-04T18:25:00Z,1,1,,True,True,
codewithdev,codewithdev/dreams,2020-10-01T14:53:07Z,0,0,HTML,True,True,MIT License
codewithdev,codewithdev/E-library,2021-02-19T12:32:59Z,0,0,PHP,True,True,GNU General Public License v3.0
codewithdev,codewithdev/emojipages,2019-10-11T14:33:02Z,0,0,JavaScript,True,True,Other
codewithdev,codewithdev/expo,2021-12-06T07:20:40Z,0,0,,True,True,MIT License
codewithdev,codewithdev/Face-Detection,2019-07-11T17:55:22Z,0,0,,True,True,
codewithdev,codewithdev/FAonGitHub,2019-08-22T13:45:13Z,1,1,CSS,True,True,
codewithdev,codewithdev/financial-newsletter-agent,2024-10-23T19:53:59Z,0,0,Python,True,True,
codewithdev,codewithdev/flox,2024-01-05T08:57:08Z,0,0,,True,False,GNU General Public License v2.0
codewithdev,codewithdev/freeCodeCamp,2020-10-01T06:49:29Z,0,0,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
codewithdev,codewithdev/front-end-complete-handbook,2020-02-10T05:48:56Z,0,0,JavaScript,True,True,MIT License
codewithdev,codewithdev/fxa,2020-05-03T18:33:42Z,0,0,,True,False,Mozilla Public License 2.0
codewithdev,codewithdev/Gif-Search-Engine,2020-02-10T21:43:48Z,6,6,JavaScript,True,True,
codewithdev,codewithdev/gitbutler-docs,2024-06-04T22:38:23Z,0,0,,True,True,
codewithdev,codewithdev/github_app_boilerplate,2020-10-06T05:38:32Z,0,0,Python,True,True,Apache License 2.0
codewithdev,codewithdev/GitStart,2019-10-18T17:07:33Z,0,0,,True,True,MIT License
codewithdev,codewithdev/Hack-Day-2019,2019-10-14T21:25:56Z,0,0,,True,True,
codewithdev,codewithdev/hacktoberfest-swag-list,2019-10-11T20:14:09Z,0,0,HTML,True,True,MIT License
codewithdev,codewithdev/hosted-resume,2024-09-29T10:57:29Z,1,1,HTML,True,True,
codewithdev,codewithdev/india,2021-03-27T05:28:39Z,1,1,,True,True,Creative Commons Zero v1.0 Universal
codewithdev,codewithdev/interviews,2020-05-29T13:08:49Z,0,0,,True,True,MIT License
codewithdev,codewithdev/ISS-Tracker,2023-08-05T22:29:31Z,0,0,Python,True,True,
codewithdev,codewithdev/json-c,2021-10-06T19:02:40Z,0,0,,True,True,Other
codewithdev,codewithdev/kafka-streams-machine-learning-examples,2023-10-11T12:27:04Z,0,0,,True,True,Apache License 2.0
codewithdev,codewithdev/learn-co-sandbox,2020-07-20T14:22:20Z,0,0,,True,True,
codewithdev,codewithdev/Learn-JavaScript-Tutorials,2020-02-02T17:37:12Z,0,0,HTML,True,True,
codewithdev,codewithdev/leerob.io,2022-08-14T11:40:05Z,2,2,,True,False,Other
codewithdev,codewithdev/lighthouse,2020-10-01T09:05:09Z,0,0,JavaScript,True,False,Apache License 2.0
codewithdev,codewithdev/markdown,2020-10-01T06:39:38Z,0,0,,True,False,MIT License
codewithdev,codewithdev/matplotlib,2023-08-12T09:50:58Z,0,0,,True,True,
codewithdev,codewithdev/mintlify-starter,2024-06-06T20:57:53Z,0,0,,True,False,
codewithdev,codewithdev/MyST-Parser,2022-09-12T08:04:02Z,0,0,,True,False,MIT License
codewithdev,codewithdev/napari-docs,2022-10-16T12:21:05Z,0,0,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
codewithdev,codewithdev/NASA-APOD-Viewer,2021-07-03T08:57:02Z,0,0,Python,True,True,
codewithdev,codewithdev/Notes-Separator,2019-07-06T16:08:03Z,0,0,Jupyter Notebook,True,True,MIT License
codewithdev,codewithdev/omnigres,2024-05-09T12:55:58Z,0,0,,True,True,Apache License 2.0
codewithdev,codewithdev/openai-cookbook,2024-05-20T18:23:29Z,0,0,,True,False,MIT License
codewithdev,codewithdev/opencv,2019-06-26T06:46:41Z,1,1,C++,True,True,Other
codewithdev,codewithdev/OpenEDU,2020-06-23T15:57:55Z,6,6,,True,True,MIT License
codewithdev,codewithdev/OpenVoice,2024-01-05T09:06:35Z,1,1,,True,True,Other
codewithdev,codewithdev/outline,2021-09-20T20:05:36Z,0,0,,True,False,Other
codewithdev,codewithdev/pandas_exercises,2020-10-01T09:54:12Z,0,0,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
codewithdev,codewithdev/PWman,2021-05-26T14:36:01Z,0,0,,True,True,"BSD 2-Clause ""Simplified"" License"
codewithdev,codewithdev/python,2019-06-26T07:13:30Z,1,1,Python,True,True,
codewithdev,codewithdev/quicktest,2019-08-22T15:11:08Z,0,0,HTML,True,True,
codewithdev,codewithdev/RAKO,2024-10-09T23:59:07Z,0,0,Python,True,True,
codewithdev,codewithdev/reactjs.org,2022-08-04T20:40:41Z,0,0,,True,False,Creative Commons Attribution 4.0 International
codewithdev,codewithdev/ResourceHub,2020-10-01T14:37:10Z,0,0,,True,True,
codewithdev,codewithdev/Route-Planner-Open-Street-Map,2020-10-11T10:56:03Z,0,0,C++,True,True,
codewithdev,codewithdev/sentry-docs,2021-08-24T19:20:59Z,0,0,,True,False,Other
codewithdev,codewithdev/Sound-Cloud-Player,2020-02-20T18:29:40Z,0,0,JavaScript,True,True,
codewithdev,codewithdev/sphinx-tags-feedstock,2022-10-17T09:28:56Z,0,0,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
codewithdev,codewithdev/Student-Rank-Predictor,2020-01-28T15:36:35Z,0,0,Jupyter Notebook,True,True,
codewithdev,codewithdev/Sudoku-Player,2020-08-02T15:26:12Z,0,0,HTML,True,True,
codewithdev,codewithdev/team-chooser,2019-10-19T20:26:50Z,0,0,JavaScript,True,True,MIT License
codewithdev,codewithdev/Text-to-Speech-Web-API,2019-07-13T13:45:04Z,1,1,HTML,True,True,Apache License 2.0
codewithdev,codewithdev/TV-Halftime-Shows-and-The-Big-Game,2020-02-01T18:43:42Z,0,0,Jupyter Notebook,True,True,
codewithdev,codewithdev/typedoc-plugin-markdown,2024-06-07T08:34:11Z,0,0,,True,False,MIT License
codewithdev,codewithdev/UnBillIt-Transform-Your-Bills,2020-04-04T11:03:58Z,0,0,HTML,True,True,MIT License
codewithdev,codewithdev/vscode-docs,2022-05-03T09:39:14Z,0,0,,True,True,Other
codewithdev,codewithdev/x-feeds-analysis,2024-10-06T21:53:51Z,0,0,JavaScript,True,True,
codewithdev,codewithdev/YouTube-Text-Transcript-AI,2024-10-20T22:06:34Z,0,0,Python,True,True,
codewithdev,codewithdev/_opencv,2019-06-27T17:50:07Z,1,1,Python,True,True,
NotHarshhaa,NotHarshhaa/aws-billing-alert-terraform,2023-09-07T05:17:11Z,39,39,HCL,True,True,
NotHarshhaa,NotHarshhaa/AWS-DevOps_Real-Time_Deployment,2023-10-26T09:44:07Z,20,20,HTML,True,True,
NotHarshhaa,NotHarshhaa/AWS-EKS_Terraform,2023-09-17T06:03:15Z,13,13,HCL,True,True,
NotHarshhaa,NotHarshhaa/AWS-Terraform-Workshop,2023-04-18T02:25:55Z,3,3,,True,True,GNU General Public License v2.0
NotHarshhaa,NotHarshhaa/azure-all_in_one,2023-08-17T14:43:59Z,55,55,,True,True,GNU Affero General Public License v3.0
NotHarshhaa,NotHarshhaa/boutique-assignment,2023-12-16T12:53:52Z,2,2,,True,True,
NotHarshhaa,NotHarshhaa/Certified_Kubernetes_Administrator,2023-09-14T06:19:21Z,67,67,,True,True,MIT License
NotHarshhaa,NotHarshhaa/CI-CD_EKS-GitHub_Actions,2023-09-09T16:54:09Z,58,58,HCL,True,True,
NotHarshhaa,NotHarshhaa/cloud-native-monitoring-app,2023-09-20T17:38:24Z,4,4,Python,True,True,
NotHarshhaa,NotHarshhaa/Deployment-of-super-Mario-on-Kubernetes-using-terraform,2024-01-17T05:44:09Z,4,4,HCL,True,True,
NotHarshhaa,NotHarshhaa/devops-cheatsheet,2024-08-21T14:56:19Z,50,50,,True,True,GNU General Public License v2.0
NotHarshhaa,NotHarshhaa/DevOps-Projects,2023-08-09T04:19:38Z,737,737,TypeScript,True,True,
NotHarshhaa,NotHarshhaa/DevOps-Tool-Installer,2024-07-30T15:49:08Z,33,33,Shell,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
NotHarshhaa,NotHarshhaa/devops-tools,2023-09-13T07:52:26Z,127,127,,True,True,
NotHarshhaa,NotHarshhaa/DevOps_Setup-Installations,2023-09-08T11:39:28Z,99,99,,True,True,
NotHarshhaa,NotHarshhaa/eks-cluster-terraform,2023-03-11T15:18:17Z,53,53,HCL,True,True,
NotHarshhaa,NotHarshhaa/hardware_qcom-caf_sm8350_display,2023-07-24T15:33:45Z,2,2,C++,True,True,
NotHarshhaa,NotHarshhaa/into-the-devops,2023-09-03T05:55:16Z,228,228,Python,True,True,
NotHarshhaa,NotHarshhaa/Jenkins-Terraform-AWS-Infra,2024-05-31T05:36:55Z,4,4,HCL,True,True,
NotHarshhaa,NotHarshhaa/Kubernetes,2023-08-10T04:20:20Z,100,100,Dockerfile,True,True,
NotHarshhaa,NotHarshhaa/kubernetes-dashboard,2023-09-04T13:21:01Z,38,38,JavaScript,True,True,
NotHarshhaa,NotHarshhaa/kubernetes-learning-path,2023-09-13T17:13:10Z,159,159,,True,True,
NotHarshhaa,NotHarshhaa/kubernetes-projects-learning,2024-02-14T16:07:31Z,136,136,,True,True,
NotHarshhaa,NotHarshhaa/Learning-Prometheus,2024-02-03T16:21:59Z,8,8,,True,True,
NotHarshhaa,NotHarshhaa/ProDevOpGuy-Blog-Site,2024-04-01T13:39:17Z,1,1,HTML,True,True,
NotHarshhaa,NotHarshhaa/ProDevOpGuy-Web-Blog,2024-04-01T11:19:25Z,1,1,Astro,True,True,GNU General Public License v3.0
NotHarshhaa,NotHarshhaa/ProDevOpsGuy-Log,2024-04-16T04:03:28Z,1,1,TypeScript,True,True,MIT License
NotHarshhaa,NotHarshhaa/prodevopsguy.hashnode.dev,2023-09-20T10:58:16Z,3,3,,True,True,
NotHarshhaa,NotHarshhaa/prodevopsguy.xyz,2024-05-23T09:57:28Z,3,3,Astro,True,True,MIT License
NotHarshhaa,NotHarshhaa/prodevopsguytech.com,2024-06-10T15:06:42Z,4,4,TypeScript,True,True,
NotHarshhaa,NotHarshhaa/SparkXcloud-Gdrive-MirrorBot,2022-10-24T06:09:25Z,2,2,Python,True,True,GNU General Public License v3.0
NotHarshhaa,NotHarshhaa/tf-ecr-ecs-gh-deploy,2023-03-17T15:04:22Z,6,6,HCL,True,True,
NotHarshhaa,NotHarshhaa/xGitspace,2022-10-28T07:18:41Z,1,1,Dockerfile,True,True,
NotHarshhaa,NotHarshhaa/Zomato-Clone,2023-12-21T03:52:53Z,4,4,JavaScript,True,True,
